100000
0.422224	0.133948
0.761231	0.568115
0.117430	1.470724
0.738343	0.327818
0.125315	0.844234
1.494117	0.200390
0.870153	0.026557
1.533042	0.729538
0.157884	0.198748
0.207320	0.383045
0.970743	0.739638
0.423892	0.109028
0.885007	0.154069
0.741254	0.947508
0.905412	0.025253
1.104281	0.465677
1.186637	0.112057
1.023274	0.566782
1.372792	0.198015
1.417937	1.169597
0.925555	1.329743
1.521114	0.701982
1.508751	1.202567
0.213464	0.577306
0.710643	0.257921
0.611254	0.171498
1.263614	0.556475
1.114695	1.094096
1.180889	1.008515
1.173597	1.242896
0.006744	1.492751
0.770121	1.043653
0.885843	1.414069
0.898340	0.213783
0.728467	0.225549
0.898104	0.307439
0.810435	0.364244
0.823243	1.233842
1.002378	1.338124
1.385306	0.099890
1.476799	0.569887
1.215219	0.420461
0.514792	1.205089
1.310826	1.276257
1.535343	1.389855
0.020804	1.408840
0.009507	0.609199
1.502142	1.518961
1.231112	1.441161
0.485770	1.522189
1.432797	1.372327
0.617499	1.183797
0.430491	1.377289
0.107417	0.033463
0.571146	0.420270
0.773269	1.402670
0.688212	0.806587
1.014896	1.348776
0.521190	0.622038
1.501067	1.052370
1.292848	0.540890
0.540189	1.247696
1.180866	0.770122
0.643365	0.489749
0.109955	0.351546
1.193685	0.539934
0.439466	1.302589
0.683506	0.208034
0.461543	0.388476
0.816878	0.156710
0.118041	0.484120
0.625183	0.008492
1.013947	1.507531
1.245116	0.341115
1.501785	0.521069
0.103982	1.462460
0.300658	0.717254
0.634825	0.618459
0.894236	0.439409
1.507234	0.968705
0.713417	1.237853
1.077116	1.246509
1.016628	0.141743
1.358237	1.067001
1.464696	0.838202
0.430007	1.494745
1.514045	0.348981
1.316076	0.622135
0.541105	0.101248
1.093599	0.836510
1.158360	0.936321
0.487810	1.086898
0.768808	0.054629
0.213916	0.061687
0.929805	0.229922
0.954163	0.297855
1.525824	0.371362
0.796197	1.346691
0.372749	0.745145
1.069015	0.858123
0.433099	1.093370
0.011096	1.229554
1.564172	0.964615
1.430281	0.884624
0.113364	0.896252
0.342393	0.658566
0.448474	0.739975
0.805109	1.362878
1.266368	0.438769
0.319032	0.630892
1.467996	1.477643
1.450808	1.125950
0.511349	1.476720
0.561373	0.356780
0.337258	0.706716
0.153179	0.871673
0.037418	0.529075
0.426975	0.180073
0.356032	1.399962
0.016609	0.858671
0.293338	1.385542
1.302120	0.542585
1.208302	0.142895
1.244185	0.389511
1.569521	0.935210
0.710893	1.507420
0.391938	1.466038
1.390975	1.428693
1.335449	1.403244
1.319774	0.867464
0.375396	0.171165
1.486270	1.059336
1.516289	1.259744
0.711419	0.985371
0.551451	0.538500
1.215014	1.420338
1.003455	0.498546
1.498999	0.474626
0.898293	0.006695
0.980901	1.038094
0.638158	0.499378
0.101802	0.461458
0.580865	0.674081
1.405395	0.152955
0.941671	0.144358
1.414873	0.010799
0.413586	0.301730
0.430836	1.249401
1.326790	1.449952
0.847108	1.132118
0.877294	0.750133
0.907550	0.127414
1.326054	0.513415
1.125472	0.670037
0.939711	0.389413
0.513585	0.378558
1.253998	0.795070
0.719789	1.132196
0.225833	1.467551
1.460249	0.020109
0.173211	0.419190
0.868543	0.327365
0.329122	0.024314
0.159806	0.677291
1.492884	0.278738
0.270216	0.136369
1.317911	1.486391
0.845981	0.552745
0.562365	0.686971
1.461135	0.830944
1.378419	0.661455
0.554663	0.588884
0.698027	0.996913
0.639538	0.329908
1.230912	0.604169
1.523964	0.847932
0.369266	0.049927
0.331475	0.320299
0.343810	0.576432
0.440069	0.221751
0.233050	1.544851
1.498058	1.073244
1.077372	1.396668
1.548770	1.551863
1.448992	0.389632
1.522538	1.559004
1.310408	1.402577
0.266153	1.435546
0.169033	0.052790
0.092545	0.725381
0.220073	0.505933
1.294242	0.614150
0.426783	1.219600
0.455975	1.171641
0.123100	0.110585
1.153248	1.057184
0.005375	0.966289
1.317144	1.409203
0.254529	0.221801
0.723464	0.312220
0.122548	0.908116
0.355828	0.134301
0.867907	0.340871
1.020505	0.634194
1.338958	0.516722
1.245850	1.561671
0.093676	0.342782
1.262986	1.110482
0.261842	0.726654
0.957132	1.192849
0.363798	0.600410
0.791440	0.882932
0.249483	1.365041
0.710088	0.425974
0.836609	0.745762
0.912929	0.940068
1.344559	0.219140
0.292284	1.078454
1.440354	0.454703
1.060153	0.791298
0.539676	0.443488
0.397346	0.488818
0.632400	0.876670
1.199545	0.964631
1.377533	1.197006
0.104037	0.093470
0.676498	0.065688
1.069846	0.598074
0.284192	0.169472
1.187883	1.499592
0.235404	0.723062
0.321350	0.663689
0.276506	1.209240
0.794449	0.357411
0.331262	0.394220
1.377645	1.124997
0.418498	0.918513
0.176581	0.768133
1.483111	1.480433
1.527603	0.201019
1.173438	0.776704
0.002832	0.203511
0.110281	1.518504
0.332632	0.230883
1.466825	0.730624
0.278372	1.201480
0.093538	0.975816
0.408257	1.540701
0.979352	0.518329
0.181956	0.842291
0.363356	1.554373
1.356546	1.051079
1.311556	1.251366
0.634708	0.201926
1.355164	1.475785
1.529769	1.145123
0.923909	1.137394
1.375174	0.064275
0.529184	0.075898
1.341187	0.895368
0.680716	0.479229
0.721262	1.140500
0.298757	0.363117
0.051163	0.207282
0.412852	0.160820
1.510343	0.639238
0.291250	1.543244
1.552587	0.341609
0.360035	0.419541
0.248573	1.435016
1.459247	0.990148
1.188565	1.338772
0.771515	1.554412
1.206344	0.270528
0.681003	0.665457
0.115742	1.419968
0.404553	0.574678
1.131161	1.412328
1.166781	0.363123
1.270464	1.493465
0.196372	0.158907
0.685161	1.015901
1.125588	0.204244
1.353218	0.758867
0.014461	0.612928
0.747223	1.190355
1.502664	0.872313
0.526364	1.429610
0.876961	1.143437
0.957715	1.244612
0.557003	0.367937
0.128415	1.078769
1.179852	0.503221
1.502442	0.851767
0.827317	0.880994
0.472873	0.961637
0.033813	0.892071
0.359631	1.550583
0.234692	0.094684
0.291351	1.239987
0.201520	0.154370
1.044696	1.263046
1.416289	1.290977
0.318981	0.483779
1.194218	1.034901
0.494481	1.159676
1.187616	1.164065
